번호,소속지회,경로당명,주소
1,남구지회,영무예다음,"대구광역시 남구 대봉로 12 경로당 (봉덕동, 앞산봉덕영무예다음아파트)"
2,남구지회,양지,대구광역시 남구 성당로46길 80-4 1 (대명동)
3,남구지회,남덕경로당,대구광역시 남구 현충로7길 42-4 (대명동)
4,남구지회,화성파크드림,"대구광역시 남구 대봉로14길 30 화성파크드림경로당 (봉덕동, 봉덕화성파크드림)"
5,남구지회,한라하우젠트경로당,"대구광역시 남구 봉덕로21길 53-16 한라하우젠트경로당 (봉덕동, 한라하우젠트)"
6,남구지회,동서프라임,"대구광역시 남구 이천로19길 81 동서프라임경로당 (대명동, 교대역동서프라임36.5)"
7,남구지회,관문경로당,대구광역시 남구 관문시장6길 7-4 (대명동)
8,남구지회,대명2동경로당,대구광역시 남구 삼각지2길 20-11 (대명동)
9,남구지회,한마음경로당,대구광역시 남구 중앙대로26길 21-1 (봉덕동)
10,남구지회,대현,대구광역시 남구 앞산순환로63길 74-5
11,남구지회,대명11동,대구광역시 남구 대명역6길 48
12,남구지회,개나리맨션,대구광역시 남구 두류공원로5길 42-8
13,남구지회,명성,대구광역시 남구 두류공원로5길 42-8
14,남구지회,파크맨션,대구광역시 남구 대명복개로 230
15,남구지회,대명10동,대구광역시 남구 도촌길 150
16,남구지회,청록타운,대구광역시 남구 큰골길 198
17,남구지회,대명9동,대구광역시 남구 큰골길 53
18,남구지회,코스모스,대구광역시 남구 대명로 10길 6
19,남구지회,뉴코스모스,대구광역시 남구 대명로 42
20,남구지회,골안,대구광역시 남구 대명서7길 106
21,남구지회,대복,대구광역시 남구 대명로20길 28
22,남구지회,대우,대구광역시 남구 안지랑로7길 14-3
23,남구지회,기로회,대구광역시 남구 대명로49길 77
24,남구지회,명오당,대구광역시 남구 대명로58길 11
25,남구지회,대명4동,대구광역시 남구 대경5길 101-2
26,남구지회,일심,대구광역시 남구 성명공원길 49
27,남구지회,대덕,대구광역시 남구 삼각지5길 17
28,남구지회,명동,대구광역시 남구 성당로48길 68
29,남구지회,대명3동,대구광역시 남구 명덕로10길 27-1
30,남구지회,영선,대구광역시 남구 중앙대로50길 40
31,남구지회,대명8동,대구광역시 남구 영선시장1길 85-1
32,남구지회,명덕,대구광역시 남구 명덕로38길 51
33,남구지회,동아대덕,대구광역시 남구 현충서길 29
34,남구지회,앵두마을,대구광역시 남구 두류공원로12길 17-25
35,남구지회,정우,대구광역시 남구 현충로25길 71
36,남구지회,무궁화,대구광역시 남구 현충로23길 23
37,남구지회,대명1동,대구광역시 남구 장전2길 5
38,남구지회,태성맨션,대구광역시 남구 효서2길 7
39,남구지회,상신,대구광역시 남구 효성3길 20
40,남구지회,보성아파트,대구광역시 남구 삼정2길 99
41,남구지회,대덕2차,대구광역시 남구 앞산순환로 655
42,남구지회,대덕효도정,대구광역시 남구 앞산순환로 657
43,남구지회,미리내,대구광역시 남구 효성로 15
44,남구지회,목련,대구광역시 남구 봉덕로6길 35-22
45,남구지회,봉삼,대구광역시 남구 삼정4길 89
46,남구지회,래미안웰리,대구광역시 남구 효성중앙길 82
47,남구지회,앞산힐스테,대구광역시 남구 대덕로 166
48,남구지회,고산골,대구광역시 남구 용두길 89-1
49,남구지회,효성아파트,대구광역시 남구 효성중앙길 37
50,남구지회,신협,대구광역시 남구 앞산순환로 728
51,남구지회,남부,대구광역시 남구 이천로10길 50
52,남구지회,봉덕2동,대구광역시 남구 대덕로38길 46-1
53,남구지회,효성백년가약,대구광역시 남구 봉덕로 135
54,남구지회,강변코오롱,대구광역시 남구 봉덕로 134
55,남구지회,동심,대구광역시 남구 이천로 64-1
56,남구지회,봉명,대구광역시 남구 중앙대로34길 75
57,남구지회,봉덕1동,대구광역시 남구 희망로3길 11-2
58,남구지회,이천뜨란채,대구광역시 남구 대봉로26길 37
59,남구지회,월드메르,대구광역시 남구 이천로19길 68
60,남구지회,대성유니드,대구광역시 남구 희망로5길 12
61,남구지회,주공2단지,대구광역시 남구 희망로 55
62,남구지회,주공1단지,대구광역시 남구 명덕로68길 77
63,남구지회,강변타운,대구광역시 남구 명덕로68길 19
64,남구지회,대동,대구광역시 남구 이천로 28길 42-43
65,남구지회,화수,대구광역시 남구 대봉로 36길 17
66,남구지회,상아,대구광역시 남구 명덕로 236
67,남구지회,이천1동,대구광역시 남구 이천로 143-6
68,달서구지회,월배삼정그린코아포레스트,"대구광역시 달서구 조암남로32길 40 (대천동, 월배삼정그린코아포레스트)"
69,달서구지회,모아엘가파크뷰,"대구광역시 달서구 상화북로 162 (상인동, 상인역 모아엘가 파크뷰)"
70,달서구지회,수목원풍경그린,"대구광역시 달서구 갈밭남로 64 (대곡동, 대구대곡수목원풍경그린)"
71,달서구지회,더샵달서센트럴,"대구광역시 달서구 당산로 17 (본리동, 더샵 달서센트럴)"
72,달서구지회,수목원호정포레스트,"대구광역시 달서구 갈밭남로 17 (대곡동, 대구대곡수목원호정포레스트)"
73,달서구지회,대곡천년나무,"대구광역시 달서구 갈밭로 33 (대곡동, 대구대곡Lh천년나무1단지)"
74,달서구지회,수목원서한이다음,"대구광역시 달서구 한실로6길 123 대곡동 (대곡동, 수목원서한이다음아파트)"
75,달서구지회,수목원제일풍경채,"대구광역시 달서구 갈밭남로 12 수목원제일풍경채 (대곡동, 수목원제일풍경채)"
76,달서구지회,본리,대구광역시 달서구 용산로4안길 23 (본리동)
77,달서구지회,협성휴포레월성,"대구광역시 달서구 조암로10길 11 (월성동, 월성 협성휴포레)"
78,달서구지회,용전,대구광역시 달서구 와룡로43길 66-7 (용산동)
79,달서구지회,월배2차아이파크,"대구광역시 달서구 월배로5길 76 (유천동, 대구월배2차 아이파크)"
80,달서구지회,감삼제3,대구광역시 달서구 달구벌대로330길 31 (감삼동)
81,달서구지회,성서주공1단지,"대구광역시 달서구 신당로 56 (신당동, 성서주공1단지아파트)"
82,달서구지회,본동복지관,"대구광역시 달서구 송현로 113 (송현동, 본동주공임대아파트)"
83,달서구지회,월성수복정,"대구광역시 달서구 학산로7길 39 (월성동, 월성주공3단지아파트)"
84,달서구지회,성서주공3단지,대구광역시 달서구 신당로55(복지관이 관리하고있는 경로당)
85,달서구지회,소나무,대구광역시 달서구 송현동4길 31
86,달서구지회,월배e편한세상,대구광역시 달서구 월성로132(월성동)
87,달서구지회,능골,대구광역시 달서구 성서동로60길16
88,달서구지회,용산제2,대구광역시 달서구 용산로205
89,달서구지회,월배1차아이파크,대구광역시 달서구 조암남로182
90,달서구지회,대곡역화성파크드림위드,대구광역시 달서구 비슬로2734
91,달서구지회,가무내,대구광역시 달서구 학산로19길55
92,달서구지회,진천역AK그랑폴리스,대구광역시 달서구 월배로11길33
93,달서구지회,이안월배아파트,대구광역시 달서구 조암남로116
94,달서구지회,상인KCC스위첸,대구광역시 달서구 월배로39길26
95,달서구지회,성당동제3,대구광역시 달서구 야외음악당로2길3
96,달서구지회,진천역계룡리슈빌,대구광역시 달서구 진천로77
97,달서구지회,월성태왕아너스베스트,대구광역시 달서구 월배로33길117
98,달서구지회,월드마크,대구광역시 달서구 와룡로169
99,달서구지회,진천태왕아너스2단지,대구광역시 달서구 상화로5길24
100,달서구지회,상인푸르지오,대구광역시 달서구 상화로235
101,달서구지회,월성e편한세상,대구광역시 달서구 조암남로10
102,달서구지회,진천역대성스카이렉스,대구광역시 달서구 월배로80
103,달서구지회,월성코오롱하늘채2단지,대구광역시 달서구 조암남로16길20
104,달서구지회,학산,대구광역시 달서구 월성로77
105,달서구지회,상인화성파크드림2단지,대구광역시 달서구 송현로7길9
106,달서구지회,상인화성파크드림1단지,대구광역시 달서구 송현로7길10
107,달서구지회,신서,대구광역시 달서구 서당로9길34-18
108,달서구지회,성당두산위브,대구광역시 달서구 당산로82
109,달서구지회,월배힐스테이트,대구광역시 달서구 조암남로132
110,달서구지회,본리2차롯데캐슬,대구광역시 달서구 대명천로119
111,달서구지회,진천태왕아너스,대구광역시 달서구 상화로5길23
112,달서구지회,감삼친화,대구광역시 달서구 당산로187
113,달서구지회,상인역e편한세상,대구광역시 달서구 월서로14
114,달서구지회,성당래미안e편한세상3단지,대구광역시 달서구 장기로127
115,달서구지회,월성푸르지오,대구광역시 달서구 조암로6길20
116,달서구지회,성당래미안e편한세상1단지,대구광역시 달서구 장기로189
117,달서구지회,성당포스코더샾,대구광역시 달서구 장기로115
118,달서구지회,상인중석타운,대구광역시 달서구 월곡로291
119,달서구지회,본리롯데캐슬1차,대구광역시 달서구 대명천로101
120,달서구지회,대곡역화성파크드림,대구광역시 달서구 달서대로41
121,달서구지회,성서우방유쉘,대구광역시 달서구 달구벌대로995
122,달서구지회,성당래미안e편한세상2단지,대구광역시 달서구 장기로145
123,달서구지회,상인대성스카이렉스,대구광역시 달서구 월배로183
124,달서구지회,진천역화성파크리젠시,대구광역시 달서구 월배로11길9-16
125,달서구지회,진천트윈팰리스,대구광역시 달서구 월배로71
126,달서구지회,당산,대구광역시 달서구 선원로15안길41
127,달서구지회,상인자이,대구광역시 달서구 상원로142
128,달서구지회,성당코오롱하늘채,대구광역시 달서구 장기로160
129,달서구지회,이곡2동,대구광역시 달서구 선원로23길77
130,달서구지회,상인신일해피트리,대구광역시 달서구 월서로31
131,달서구지회,월성코오롱하늘채,대구광역시 달서구 조암남로16길19
132,달서구지회,월성자이아파트,대구광역시 달서구 조암남로10길21
133,달서구지회,태왕아너스월성아파트,대구광역시 달서구 조암남로24
134,달서구지회,유천포스코더샾,대구광역시 달서구 달서대로67
135,달서구지회,월성동삼성래미안,대구광역시 달서구 상원로143
136,달서구지회,포스코더샾,대구광역시 달서구 월서로51
137,달서구지회,늘품,대구광역시 달서구 선원로33길79-8
138,달서구지회,대남,대구광역시 달서구 앞산순환로39안길11
139,달서구지회,신당한화꿈에그린,대구광역시 달서구 달서대로719
140,달서구지회,이안진천아파트,대구광역시 달서구 진천로18길10
141,달서구지회,청구제네스,대구광역시 달서구 월배로340
142,달서구지회,대곡이오스,대구광역시 달서구 비슬로550길38
143,달서구지회,장기누림타운,대구광역시 달서구 한들로31
144,달서구지회,두류3동,"대구광역시 달서구 야외음악당로39길54,2층"
145,달서구지회,장동,대구광역시 달서구 성서공단로61길45
146,달서구지회,우방드림시티,대구광역시 달서구 장기로242
147,달서구지회,삼정그린빌,대구광역시 달서구 야외음악당로39길54
148,달서구지회,두류보성맨션,대구광역시 달서구 두류6길9
149,달서구지회,삼성래미안2차아파트,대구광역시 달서구 상화로86
150,달서구지회,장기파랑새마을,대구광역시 달서구 한들로70
151,달서구지회,송현,대구광역시 달서구 구마로52안길18
152,달서구지회,동화로즈빌,대구광역시 달서구 죽전1길82
153,달서구지회,삼성래미안,대구광역시 달서구 상화로8길23
154,달서구지회,성서3차동서타운,대구광역시 달서구 이곡공원로49
155,달서구지회,용산파크타운,대구광역시 달서구 용산로259
156,달서구지회,용산청구블루빌타운,대구광역시 달서구 용산로254
157,달서구지회,사령봉,대구광역시 달서구 달구벌대로245길17-12
158,달서구지회,월촌화성타운,대구광역시 달서구 송현로7길41
159,달서구지회,배실,대구광역시 달서구 선원로23남길54
160,달서구지회,우방송현하이츠,대구광역시 달서구 학산남로90
161,달서구지회,삼성명가타운,대구광역시 달서구 호산로125
162,달서구지회,용산청구타운,대구광역시 달서구 용산서로22
163,달서구지회,용산보성타운,대구광역시 달서구 용산서로37
164,달서구지회,용산현대우방타운,대구광역시 달서구 용산로253
165,달서구지회,용산세광태왕2차타운,대구광역시 달서구 용산서로9
166,달서구지회,용산2차우방타운,대구광역시 달서구 용산서로38
167,달서구지회,용산영남타운,대구광역시 달서구 용산로266
168,달서구지회,삼성한국형A,대구광역시 달서구 호산로126
169,달서구지회,화성하이츠,대구광역시 달서구 월배로245
170,달서구지회,용산2차서한화성,대구광역시 달서구 용산큰못길30
171,달서구지회,용산동서우방,대구광역시 달서구 장산로20
172,달서구지회,성서주공6,대구광역시 달서구 성지로35
173,달서구지회,용산우방미진태왕타운,대구광역시 달서구 용산서로21
174,달서구지회,한마음타운,대구광역시 달서구 선원남로151
175,달서구지회,대곡청구제네스,대구광역시 달서구 상화로90
176,달서구지회,상인2동,대구광역시 달서구 월곡로53서길70
177,달서구지회,미리샘마을,대구광역시 달서구 한실로134
178,달서구지회,월성주공5,대구광역시 달서구 구마로12길89
179,달서구지회,청구그린3차,대구광역시 달서구 구마로36길33
180,달서구지회,청구그린2차,대구광역시 달서구 구마로36길20
181,달서구지회,본동,대구광역시 달서구 와룡로4길19
182,달서구지회,송현제림타운,대구광역시 달서구 구마로52안길57
183,달서구지회,송현우방,대구광역시 달서구 송현로103
184,달서구지회,구암,대구광역시 달서구 월배로75길50-12
185,달서구지회,청구그린1,대구광역시 달서구 구마로40길21
186,달서구지회,서부분회,대구광역시 달서구 송현로161
187,달서구지회,월성분회,대구광역시 달서구 송현로16길43
188,달서구지회,장관빌라,대구광역시 달서구 중흥로68
189,달서구지회,송곡,대구광역시 달서구 앞산순환로61길14
190,달서구지회,송영,대구광역시 달서구 중흥로16길84-12
191,달서구지회,송공,대구광역시 달서구 월배로68안길43-7
192,달서구지회,해맞이타운,대구광역시 달서구 월배로420
193,달서구지회,대곡강산타운,대구광역시 달서구 도원로45
194,달서구지회,대곡사계절,대구광역시 달서구 한실로117
195,달서구지회,나래마을,대구광역시 달서구 한실로29
196,달서구지회,가람마을2,대구광역시 달서구 한실로135
197,달서구지회,아람마을,대구광역시 달서구 한실로30
198,달서구지회,가람마을1,대구광역시 달서구 한실로135
199,달서구지회,한실들마을2,대구광역시 달서구 한실로49
200,달서구지회,한실들마을1,대구광역시 달서구 한실로49
201,달서구지회,별메마을,대구광역시 달서구 도원로46
202,달서구지회,산새마을,대구광역시 달서구 도원남로40
203,달서구지회,도원,대구광역시 달서구 수밭길45-13
204,달서구지회,채정,대구광역시 달서구 월곡로130
205,달서구지회,상인평광,대구광역시 달서구 상인서로3
206,달서구지회,비둘기아파트,대구광역시 달서구 상화로373
207,달서구지회,비둘기할머니,대구광역시 달서구 상화로371
208,달서구지회,장미3단지,대구광역시 달서구 상화로370
209,달서구지회,장미4단지,대구광역시 달서구 상화로380
210,달서구지회,상인제림,대구광역시 달서구 상화북로196
211,달서구지회,상인은행,대구광역시 달서구 월곡로112
212,달서구지회,월상,대구광역시 달서구 상원로13길23-17
213,달서구지회,상인동화아이위시,대구광역시 달서구 월곡로171
214,달서구지회,삼미타운,대구광역시 달서구 월배로34길27
215,달서구지회,청자,대구광역시 달서구 상화북로117
216,달서구지회,한양은하,대구광역시 달서구 상화북로137
217,달서구지회,산호타운,대구광역시 달서구 상화북로159
218,달서구지회,서한이다음레이크뷰,대구광역시 달서구 상화로58길 35
219,달서구지회,낙원,대구광역시 달서구 월곡로45길49
220,달서구지회,진천코오롱하늘채,대구광역시 달서구 상화로65
221,달서구지회,월곡,대구광역시 달서구 월곡로27길 30 상인2동 (상인동)
222,달서구지회,월평,대구광역시 달서구 월배로42길20
223,달서구지회,상인청구,대구광역시 달서구 상인로105
224,달서구지회,성지맨션,대구광역시 달서구 상화북로195
225,달서구지회,상인우방,대구광역시 달서구 상인서로65
226,달서구지회,상인서한,대구광역시 달서구 상인서로46
227,달서구지회,동화태왕한양,대구광역시 달서구 상인서로94
228,달서구지회,보성은하타운,대구광역시 달서구 월곡로320
229,달서구지회,상인동방현대,대구광역시 달서구 상인서로85
230,달서구지회,상인보성,대구광역시 달서구 상인서로75
231,달서구지회,상인동서,대구광역시 달서구 상인서로39
232,달서구지회,영남화성,대구광역시 달서구 상인서로76
233,달서구지회,대곡한라하우젠트,대구광역시 달서구 비슬로2724
234,달서구지회,월촌,대구광역시 달서구 상인서로10길42-1
235,달서구지회,달맞이맨션,대구광역시 달서구 월배로30
236,달서구지회,세광그린맨션,대구광역시 달서구 진천로7길47
237,달서구지회,유천화성타운,대구광역시 달서구 비슬로2731
238,달서구지회,진천제림하나로,대구광역시 달서구 상화로21길55
239,달서구지회,현대2차,대구광역시 달서구 월배로14길43
240,달서구지회,진천,대구광역시 달서구 상화북로46-1
241,달서구지회,진천청구,대구광역시 달서구 진천로41
242,달서구지회,월배동화타운,대구광역시 달서구 상화로24
243,달서구지회,대곡우방,대구광역시 달서구 비슬로538길22
244,달서구지회,진천우방,대구광역시 달서구 진천로4길39
245,달서구지회,진천현대,대구광역시 달서구 상화북로5길39
246,달서구지회,대곡청구,대구광역시 달서구 상화로8길26
247,달서구지회,진천귀빈2차,대구광역시 달서구 월배로32안길66
248,달서구지회,대곡금강2,대구광역시 달서구 비슬로540길14
249,달서구지회,대곡금강,대구광역시 달서구 비슬로540길38
250,달서구지회,삼정브리티시용산,대구광역시 달서구 달구벌대로1530
251,달서구지회,동백만수당,대구광역시 달서구 월배로32안길35
252,달서구지회,귀빈,대구광역시 달서구 월배로32안길61
253,달서구지회,신정,대구광역시 달서구 상화로9길81-17
254,달서구지회,대곡,대구광역시 달서구 한실로6길 103 (대곡동)
255,달서구지회,월진,대구광역시 달서구 월배로117
256,달서구지회,월배,대구광역시 달서구 상화로7길121
257,달서구지회,월성주공4,대구광역시 달서구 구마로14남길55
258,달서구지회,서한타운,대구광역시 달서구 학산로15
259,달서구지회,2차보성,대구광역시 달서구 학산로7길27
260,달서구지회,월성동서,대구광역시 달서구 학산로7길5
261,달서구지회,월성백일주공1,대구광역시 달서구 월곡로94길30
262,달서구지회,월성영남,대구광역시 달서구 학산로2길39
263,달서구지회,월성청구,대구광역시 달서구 학산로2길24
264,달서구지회,월성우방,대구광역시 달서구 학산로2길11
265,달서구지회,1차보성,대구광역시 달서구 학산로30
266,달서구지회,월성화성,대구광역시 달서구 학산로2길27
267,달서구지회,율지,대구광역시 달서구 달구벌대로1312-8
268,달서구지회,조암,대구광역시 달서구 조암남로14안길40
269,달서구지회,월배쌍용예가,대구광역시 달서구 조암남로32길13
270,달서구지회,성산,대구광역시 달서구 서당로3길19-10
271,달서구지회,와룡,대구광역시 달서구 성서서로75길17-7
272,달서구지회,오정,대구광역시 달서구 성서서로73길57
273,달서구지회,성서주공2단지,대구광역시 달서구 신당로55
274,달서구지회,삼우,대구광역시 달서구 서당로7길33-16
275,달서구지회,신당,대구광역시 달서구 서당로12길15
276,달서구지회,장기초록나라,대구광역시 달서구 한들로55
277,달서구지회,산호,대구광역시 달서구 달구벌대로203길3
278,달서구지회,이곡,대구광역시 달서구 이곡공원로1길7
279,달서구지회,한빛마을,대구광역시 달서구 선원남로99
280,달서구지회,성서무지개타운,대구광역시 달서구 선원로171
281,달서구지회,성서2차화성타운,대구광역시 달서구 성서동로355-20
282,달서구지회,성서푸른마을,대구광역시 달서구 선원로187
283,달서구지회,성서한샘타운,대구광역시 달서구 선원남로77
284,달서구지회,성서동서화성,대구광역시 달서구 이곡공원로33
285,달서구지회,이곡서한2차,대구광역시 달서구 선원로122
286,달서구지회,성서주공4,대구광역시 달서구 성서동로355-27
287,달서구지회,동서서한,대구광역시 달서구 선원로100
288,달서구지회,성서우방,대구광역시 달서구 계대동문로123
289,달서구지회,청남타운,대구광역시 달서구 성서서로330
290,달서구지회,성서보성화성,대구광역시 달서구 계대동문로99
291,달서구지회,대백창신한라,대구광역시 달서구 성서서로316
292,달서구지회,와룡타운,대구광역시 달서구 이곡동로32
293,달서구지회,성서,대구광역시 달서구 성서로72길97-13
294,달서구지회,궁전,대구광역시 달서구 장기로227(금강아파트103호)
295,달서구지회,성서2차영남우방,대구광역시 달서구 이곡공원로83
296,달서구지회,성서주공8,대구광역시 달서구 성지로42
297,달서구지회,성서주공7,대구광역시 달서구 성지로12
298,달서구지회,성서주공6-1,대구광역시 달서구 성지로35
299,달서구지회,성서주공5,대구광역시 달서구 선원남로181
300,달서구지회,성서2차보성,대구광역시 달서구 선원로241
301,달서구지회,용산새동네,대구광역시 달서구 성지로16길45
302,달서구지회,성서청구타운,대구광역시 달서구 성지로75
303,달서구지회,성서1차영남우방,대구광역시 달서구 성지로11
304,달서구지회,우방죽전타운,대구광역시 달서구 용산로160
305,달서구지회,용산우방,대구광역시 달서구 용산로174
306,달서구지회,성서보람타운,대구광역시 달서구 새동네로34
307,달서구지회,성서용산,대구광역시 달서구 성서동로350
308,달서구지회,용산,대구광역시 달서구 와룡로57길100
309,달서구지회,장기동,대구광역시 달서구 문화회관2길18
310,달서구지회,서촌,대구광역시 달서구 새방로23-16
311,달서구지회,감삼농림,대구광역시 달서구 당산로41서길22-5
312,달서구지회,청학정,대구광역시 달서구 달구벌대로323길39
313,달서구지회,춘추,대구광역시 달서구 와룡로49길18-17
314,달서구지회,죽전,대구광역시 달서구 와룡로52안길45
315,달서구지회,감삼제2,대구광역시 달서구 감삼1길96
316,달서구지회,감삼제1,대구광역시 달서구 감삼남6길41-1
317,달서구지회,솔고개,대구광역시 달서구 월배로67안길14
318,달서구지회,수림원,대구광역시 달서구 감삼길71-18
319,달서구지회,구마아파트여자,대구광역시 달서구 대명천로51길56
320,달서구지회,삼리,대구광역시 달서구 와룡로24길 34 (본리동)
321,달서구지회,장기주공아파트,대구광역시 달서구 용산로88
322,달서구지회,우방아파트,대구광역시 달서구 구마로171
323,달서구지회,비스타,"대구광역시 달서구 대명천로 250 (장기동, 영남 네오빌 비스타)"
324,달서구지회,아카시아,대구광역시 달서구 대명천로153
325,달서구지회,죽전그린빌,대구광역시 달서구 와룡로53길40
